UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,AIRCRAFT_TYPE,MONTH
8C,Air Transport International,Air Transport International,14691,SBD,14057,PDX,626,5
8C,Air Transport International,Air Transport International,14691,SBD,14107,PHX,626,2
8C,Air Transport International,Air Transport International,14691,SBD,14107,PHX,626,5
8C,Air Transport International,Air Transport International,14691,SBD,14716,SCK,626,1
8C,Air Transport International,Air Transport International,14691,SBD,14747,SEA,626,1
8C,Air Transport International,Air Transport International,14691,SBD,14747,SEA,626,2
8C,Air Transport International,Air Transport International,14691,SBD,14747,SEA,626,3
8C,Air Transport International,Air Transport International,14691,SBD,14747,SEA,626,4
8C,Air Transport International,Air Transport International,14691,SBD,14747,SEA,626,5
8C,Air Transport International,Air Transport International,14691,SBD,14771,SFO,626,3
8C,Air Transport International,Air Transport International,14691,SBD,14893,SMF,626,1
8C,Air Transport International,Air Transport International,14691,SBD,14893,SMF,626,2
8C,Air Transport International,Air Transport International,14691,SBD,14893,SMF,626,4
8C,Air Transport International,Air Transport International,14691,SBD,15016,STL,626,1
8C,Air Transport International,Air Transport International,14691,SBD,15016,STL,626,4
8C,Air Transport International,Air Transport International,14691,SBD,15016,STL,626,5
8C,Air Transport International,Air Transport International,14716,SCK,11193,CVG,626,1
8C,Air Transport International,Air Transport International,14730,SDF,10423,AUS,626,4
8C,Air Transport International,Air Transport International,14730,SDF,11298,DFW,626,4
8C,Air Transport International,Air Transport International,14730,SDF,11298,DFW,626,5
8C,Air Transport International,Air Transport International,14730,SDF,12323,ILM,626,4
8C,Air Transport International,Air Transport International,14730,SDF,13303,MIA,626,4
8C,Air Transport International,Air Transport International,14747,SEA,10194,AFW,626,3
8C,Air Transport International,Air Transport International,14747,SEA,10194,AFW,626,4
8C,Air Transport International,Air Transport International,14747,SEA,10194,AFW,626,5
8C,Air Transport International,Air Transport International,14747,SEA,10299,ANC,626,1
8C,Air Transport International,Air Transport International,14747,SEA,10299,ANC,626,2
8C,Air Transport International,Air Transport International,14747,SEA,10299,ANC,626,3
8C,Air Transport International,Air Transport International,14747,SEA,10299,ANC,626,4
8C,Air Transport International,Air Transport International,14747,SEA,10299,ANC,626,5
8C,Air Transport International,Air Transport International,14747,SEA,11292,DEN,626,1
8C,Air Transport International,Air Transport International,14747,SEA,11292,DEN,626,2
8C,Air Transport International,Air Transport International,14747,SEA,11292,DEN,626,3
8C,Air Transport International,Air Transport International,14747,SEA,11292,DEN,626,4
8C,Air Transport International,Air Transport International,14747,SEA,11292,DEN,626,5
8C,Air Transport International,Air Transport International,14747,SEA,12324,ILN,626,1
8C,Air Transport International,Air Transport International,14747,SEA,12324,ILN,626,4
8C,Air Transport International,Air Transport International,14747,SEA,13891,ONT,626,3
8C,Air Transport International,Air Transport International,14747,SEA,13891,ONT,626,4
8C,Air Transport International,Air Transport International,14747,SEA,14057,PDX,626,2
8C,Air Transport International,Air Transport International,14747,SEA,14057,PDX,626,3
8C,Air Transport International,Air Transport International,14747,SEA,14057,PDX,626,4
8C,Air Transport International,Air Transport International,14747,SEA,14057,PDX,626,5
8C,Air Transport International,Air Transport International,14747,SEA,14512,RFD,626,1
8C,Air Transport International,Air Transport International,14747,SEA,14512,RFD,626,2
8C,Air Transport International,Air Transport International,14747,SEA,14512,RFD,626,3
8C,Air Transport International,Air Transport International,14747,SEA,14512,RFD,626,4
8C,Air Transport International,Air Transport International,14747,SEA,14512,RFD,626,5
8C,Air Transport International,Air Transport International,14747,SEA,14691,SBD,626,1
8C,Air Transport International,Air Transport International,14747,SEA,14691,SBD,626,2
8C,Air Transport International,Air Transport International,14747,SEA,14691,SBD,626,3
8C,Air Transport International,Air Transport International,14747,SEA,14691,SBD,626,4
8C,Air Transport International,Air Transport International,14747,SEA,14691,SBD,626,5
8C,Air Transport International,Air Transport International,14747,SEA,14893,SMF,626,1
8C,Air Transport International,Air Transport International,14747,SEA,14893,SMF,626,2
8C,Air Transport International,Air Transport International,14747,SEA,14893,SMF,626,3
8C,Air Transport International,Air Transport International,14747,SEA,14893,SMF,626,4
8C,Air Transport International,Air Transport International,14747,SEA,14893,SMF,626,5
8C,Air Transport International,Air Transport International,14771,SFO,10194,AFW,626,3
8C,Air Transport International,Air Transport International,14771,SFO,11193,CVG,626,1
8C,Air Transport International,Air Transport International,14771,SFO,11193,CVG,626,2
8C,Air Transport International,Air Transport International,14771,SFO,11193,CVG,626,3
8C,Air Transport International,Air Transport International,14771,SFO,11193,CVG,626,4
8C,Air Transport International,Air Transport International,14771,SFO,11193,CVG,626,5
8C,Air Transport International,Air Transport International,14771,SFO,12324,ILN,626,1
8C,Air Transport International,Air Transport International,14771,SFO,12324,ILN,626,5
8C,Air Transport International,Air Transport International,14771,SFO,12882,LAL,626,2
8C,Air Transport International,Air Transport International,14771,SFO,13891,ONT,626,4
8C,Air Transport International,Air Transport International,14771,SFO,13891,ONT,626,5
8C,Air Transport International,Air Transport International,14771,SFO,14691,SBD,626,3
8C,Air Transport International,Air Transport International,14771,SFO,14893,SMF,625,1
8C,Air Transport International,Air Transport International,14843,SJU,11193,CVG,626,1
8C,Air Transport International,Air Transport International,14843,SJU,12882,LAL,626,4
8C,Air Transport International,Air Transport International,14843,SJU,12882,LAL,626,5
8C,Air Transport International,Air Transport International,14843,SJU,13303,MIA,626,1
8C,Air Transport International,Air Transport International,14893,SMF,10194,AFW,626,1
8C,Air Transport International,Air Transport International,14893,SMF,10194,AFW,626,2
8C,Air Transport International,Air Transport International,14893,SMF,10194,AFW,626,3
8C,Air Transport International,Air Transport International,14893,SMF,10194,AFW,626,4
8C,Air Transport International,Air Transport International,14893,SMF,11057,CLT,625,3
8C,Air Transport International,Air Transport International,14893,SMF,11193,CVG,626,2
8C,Air Transport International,Air Transport International,14893,SMF,11193,CVG,626,4
8C,Air Transport International,Air Transport International,14893,SMF,11193,CVG,626,5
8C,Air Transport International,Air Transport International,14893,SMF,12173,HNL,626,1
8C,Air Transport International,Air Transport International,14893,SMF,12173,HNL,626,2
8C,Air Transport International,Air Transport International,14893,SMF,12173,HNL,626,3
8C,Air Transport International,Air Transport International,14893,SMF,12173,HNL,626,4
8C,Air Transport International,Air Transport International,14893,SMF,12173,HNL,626,5
8C,Air Transport International,Air Transport International,14893,SMF,12324,ILN,625,1
8C,Air Transport International,Air Transport International,14893,SMF,12324,ILN,625,2
8C,Air Transport International,Air Transport International,14893,SMF,12324,ILN,625,3
8C,Air Transport International,Air Transport International,14893,SMF,12324,ILN,625,4
8C,Air Transport International,Air Transport International,14893,SMF,12324,ILN,625,5
8C,Air Transport International,Air Transport International,14893,SMF,12324,ILN,626,1
8C,Air Transport International,Air Transport International,14893,SMF,12324,ILN,626,2
8C,Air Transport International,Air Transport International,14893,SMF,12324,ILN,626,3
8C,Air Transport International,Air Transport International,14893,SMF,12324,ILN,626,4
8C,Air Transport International,Air Transport International,14893,SMF,12324,ILN,626,5
8C,Air Transport International,Air Transport International,14893,SMF,13891,ONT,626,2
8C,Air Transport International,Air Transport International,14893,SMF,13891,ONT,626,3
8C,Air Transport International,Air Transport International,14893,SMF,13891,ONT,626,4
8C,Air Transport International,Air Transport International,14893,SMF,13891,ONT,626,5
8C,Air Transport International,Air Transport International,14893,SMF,14107,PHX,626,1
8C,Air Transport International,Air Transport International,14893,SMF,14107,PHX,626,2
8C,Air Transport International,Air Transport International,14893,SMF,14107,PHX,626,3
8C,Air Transport International,Air Transport International,14893,SMF,14107,PHX,626,4
8C,Air Transport International,Air Transport International,14893,SMF,14107,PHX,626,5
8C,Air Transport International,Air Transport International,14893,SMF,14691,SBD,626,2
8C,Air Transport International,Air Transport International,14893,SMF,14691,SBD,626,3
8C,Air Transport International,Air Transport International,14893,SMF,14691,SBD,626,4
8C,Air Transport International,Air Transport International,14893,SMF,14747,SEA,626,1
8C,Air Transport International,Air Transport International,14893,SMF,14747,SEA,626,2
8C,Air Transport International,Air Transport International,14893,SMF,14747,SEA,626,3
8C,Air Transport International,Air Transport International,14893,SMF,14747,SEA,626,4
8C,Air Transport International,Air Transport International,14893,SMF,14747,SEA,626,5
8C,Air Transport International,Air Transport International,15016,STL,10194,AFW,626,4
8C,Air Transport International,Air Transport International,15016,STL,14691,SBD,626,1
8C,Air Transport International,Air Transport International,15016,STL,14691,SBD,626,5
8C,Air Transport International,Air Transport International,15045,SUU,12173,HNL,626,4
8C,Air Transport International,Air Transport International,15045,SUU,12173,HNL,626,5
8C,Air Transport International,Air Transport International,15045,SUU,12324,ILN,626,1
8C,Air Transport International,Air Transport International,15154,TCM,12173,HNL,626,1
8C,Air Transport International,Air Transport International,15295,TOL,10194,AFW,626,1
8C,Air Transport International,Air Transport International,15295,TOL,10194,AFW,626,2
8C,Air Transport International,Air Transport International,15295,TOL,10194,AFW,626,3
8C,Air Transport International,Air Transport International,15295,TOL,10194,AFW,626,4
8C,Air Transport International,Air Transport International,15295,TOL,10194,AFW,626,5
